id,Movie_Name,Released_Year,Run_time,IMDB_Rating,Description,Gross_USD,Director
Toy Story 3,Toy Story 3,2010,103,8.2,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",415004880,Lee Unkrich
V for Vendetta,V for Vendetta,2005,132,8.2,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",70511035,James McTeigue
Rang De Basanti,Rang De Basanti,2006,167,8.2,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",2197331,Rakeysh Omprakash Mehra
Black,Black,2005,122,8.2,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",733094,Sanjay Leela Bhansali
Batman Begins,Batman Begins,2005,140,8.2,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",206852432,Christopher Nolan
"Swades: We, the People","Swades: We, the People",2004,210,8.2,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,1223240,Ashutosh Gowariker
Der Untergang,Der Untergang,2004,156,8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",5509040,Oliver Hirschbiegel
Hauru no ugoku shiro,Hauru no ugoku shiro,2004,119,8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",4711096,Hayao Miyazaki
A Beautiful Mind,A Beautiful Mind,2001,135,8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",170742341,Ron Howard
Hera Pheri,Hera Pheri,2000,156,8.2,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",,Priyadarshan
"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1998,107,8.2,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",3897569,Guy Ritchie
L.A. Confidential,L.A. Confidential,1997,138,8.2,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",64616940,Curtis Hanson
Eskiya,Eskiya,1996,128,8.2,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",,Yavuz Turgul
Heat,Heat,1995,170,8.2,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,67436818,Michael Mann
Casino,Casino,1995,178,8.2,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",42438300,Martin Scorsese
Andaz Apna Apna,Andaz Apna Apna,1994,160,8.2,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,,Rajkumar Santoshi
Unforgiven,Unforgiven,1992,130,8.2,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",101157447,Clint Eastwood
Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,1989,127,8.2,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",197171806,Steven Spielberg
Dom za vesanje,Dom za vesanje,1988,142,8.2,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",280015,Emir Kusturica
Tonari no Totoro,Tonari no Totoro,1988,86,8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",1105564,Hayao Miyazaki
Die Hard,Die Hard,1988,132,8.2,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,83008852,John McTiernan
Ran,Ran,1985,162,8.2,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",4135750,Akira Kurosawa
Raging Bull,Raging Bull,1980,129,8.2,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",23383987,Martin Scorsese
Stalker,Stalker,1979,162,8.2,A guide leads two men through an area known as the Zone to find a room that grants wishes.,234723,Andrei Tarkovsky
Höstsonaten,Höstsonaten,1978,99,8.2,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",,Ingmar Bergman
The Message,The Message,1976,177,8.2,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,,Moustapha Akkad
Sholay,Sholay,1975,204,8.2,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",,Ramesh Sippy
Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975,91,8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",1229197,Terry Gilliam
The Great Escape,The Great Escape,1963,172,8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,12100000,John Sturges
To Kill a Mockingbird,To Kill a Mockingbird,1962,129,8.2,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",,Robert Mulligan
Yôjinbô,Yôjinbô,1961,110,8.2,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,,Akira Kurosawa
Judgment at Nuremberg,Judgment at Nuremberg,1961,179,8.2,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",,Stanley Kramer
Some Like It Hot,Some Like It Hot,1959,121,8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",25000000,Billy Wilder
Smultronstället,Smultronstället,1957,91,8.2,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",,Ingmar Bergman
Det sjunde inseglet,Det sjunde inseglet,1957,96,8.2,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",,Ingmar Bergman
Du rififi chez les hommes,Du rififi chez les hommes,1955,118,8.2,"Four men plan a technically perfect crime, but the human element intervenes...",57226,Jules Dassin
Dial M for Murder,Dial M for Murder,1954,105,8.2,A former tennis player tries to arrange his wife's murder after learning of her affair.,12562,Alfred Hitchcock
Tôkyô monogatari,Tôkyô monogatari,1953,136,8.2,"An old couple visit their children and grandchildren in the city, but receive little attention.",,Yasujirô Ozu
Rashômon,Rashômon,1950,88,8.2,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",96568,Akira Kurosawa
All About Eve,All About Eve,1950,138,8.2,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,10177,Joseph L. Mankiewicz
The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,1948,126,8.2,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,5014000,John Huston
To Be or Not to Be,To Be or Not to Be,1942,99,8.2,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",,Ernst Lubitsch
The Gold Rush,The Gold Rush,1925,95,8.2,A prospector goes to the Klondike in search of gold and finds it and more.,5450000,Charles Chaplin
Sherlock Jr.,Sherlock Jr.,1924,45,8.2,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",977375,Buster Keaton
Portrait de la jeune fille en feu,Portrait de la jeune fille en feu,2019,122,8.1,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",3759854,Céline Sciamma
Pink,Pink,2016,136,8.1,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",1241223,Aniruddha Roy Chowdhury
Koe no katachi,Koe no katachi,2016,130,8.1,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",,Naoko Yamada
Contratiempo,Contratiempo,2016,106,8.1,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,,Oriol Paulo
Ah-ga-ssi,Ah-ga-ssi,2016,145,8.1,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",2006788,Chan-wook Park
Mommy,Mommy,2014,139,8.1,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",3492754,Xavier Dolan
Haider,Haider,2014,160,8.1,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",901610,Vishal Bhardwaj
Logan,Logan,2017,137,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",226277068,James Mangold
Room,Room,2015,118,8.1,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",14677674,Lenny Abrahamson
